,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y
50,0.0,0.0,0.568800092,-0.857799977,0.8486003,0.0,0.0,0.0,19.7322,0.945992432,3.2122,0.173557038
51,0.0,0.0,0.716971845,0.971672573,0.792429612,0.0,0.0,0.0,19.2838,0.692520776,3.2295,0.245386994
52,0.0,1.137600185,0.142200023,0.279800208,0.990800323,6.283185307,0.0,0.0,19.5484,0.945992432,3.1667,0.152779758
53,0.0,0.338903311,0.0,-0.604612803,-0.943516115,0.0,0.0,0.0,19.6607,0.581272458,3.2894,0.349039337
54,0.0,1.137600185,0.995400161,0.279800208,0.8486003,6.283185307,0.0,0.0,19.503,0.945992432,3.14682,0.158875585
55,0.0,0.395387197,0.451871082,0.976935984,0.920452098,0.0,0.0,0.0,19.2218,0.581272458,3.2487,0.266158356
56,0.0,0.995400161,0.0,0.8486003,0.279800208,6.283185307,0.0,0.0,19.9107,0.945992432,3.1534,0.217440452
57,0.0,0.0,0.149890254,0.761210485,0.986045866,6.283185307,0.0,0.0,19.9426,0.530171583,3.3328,0.146448952
58,0.0,0.338903311,0.0,-0.604612803,-0.943516115,6.283185307,0.0,0.0,19.2819,0.581272458,3.232,0.191630668
59,0.0,0.0,0.0,-0.857799977,-0.857799977,0.0,0.0,0.0,19.2644,0.945992432,3.1563,0.258396982
60,0.0,0.0,0.0,-0.288999885,0.279800208,6.283185307,0.0,0.0,18.7449,0.945992432,3.161,0.175609635
61,0.0,0.0,0.0,-0.737692055,-0.962527436,6.283185307,0.0,0.0,19.7453,0.530171583,3.3202,0.12656397
62,0.0,0.0,0.0,0.638032672,0.976935984,0.0,0.0,0.0,19.282,0.581272458,3.2441,0.337254672
63,0.0,0.995400161,0.995400161,0.8486003,0.8486003,6.283185307,0.0,0.0,19.1034,0.945992432,3.14909,0.317829185
64,0.0,0.448107403,0.0,-0.462271116,-0.910378519,0.0,0.0,0.0,19.791,0.692520776,3.21722,0.331577589
65,0.0,0.451871082,0.0,0.920452098,-0.943516115,0.0,0.0,0.0,18.91,0.581272458,3.27598,0.161184306
66,0.0,0.568800092,0.0,-0.288999885,0.990800323,6.283185307,0.0,0.0,19.6191,0.945992432,3.15631,0.139851647
67,0.0,0.224835381,0.0,-0.737692055,0.761210485,0.0,0.0,0.0,18.3532,0.530171583,3.334,0.173500994
68,0.0,0.568800092,1.137600185,-0.288999885,0.279800208,0.0,0.0,0.0,19.3657,0.945992432,3.1768,0.421811885
69,0.0,0.0,0.0,-0.661096689,-0.943516115,6.283185307,0.0,0.0,19.1806,0.581272458,3.2649,0.128536005
70,0.0,0.0,1.137600185,0.279800208,0.279800208,6.283185307,0.0,0.0,19.6019,0.945992432,3.1542,0.154795636
71,0.0,0.451871082,0.0,0.920452098,0.976935984,6.283185307,0.0,0.0,19.2392,0.581272458,3.2504,0.142013972
72,0.0,0.0,0.0,0.279800208,0.990800323,0.0,0.0,0.0,19.9162,0.945992432,3.19,0.234419243
73,0.0,0.0,0.0,0.279800208,-0.857799977,3.141592654,0.0,0.0,19.6383,0.945992432,3.1926,0.133494901
74,0.0,0.0,0.0,0.971672573,0.971672573,6.283185307,0.0,0.0,19.0119,0.692520776,3.204,0.162488749
75,0.0,0.0,0.0,0.986045866,-0.962527436,0.0,0.0,0.0,18.5675,0.530171583,3.2436,0.12762213
76,0.0,0.0,0.0,0.839769055,0.839769055,6.283185307,0.0,0.0,18.9979,0.497377464,3.3438,0.162776793
77,0.0,0.0,0.0,-0.288999885,-0.288999885,0.0,0.0,0.0,19.1467,0.945992432,3.1671,0.334349268
78,0.0,0.853200138,0.0,-0.004599839,0.990800323,2.748893572,0.0,0.0,19.9059,0.945992432,3.1608,0.210162259
79,0.0,0.0,0.0,-0.857799977,0.990800323,3.141592654,0.0,0.0,19.3751,0.945992432,3.1739,0.12341229
80,0.0,0.896214806,0.0,0.882051093,-0.910378519,3.534291735,0.0,0.0,19.7761,0.692520776,3.3125,0.199424512
81,0.0,0.995400161,0.568800092,0.137600185,-0.288999885,6.283185307,0.0,0.0,19.8844,0.945992432,3.1835,0.197647309
82,0.0,1.137600185,0.142200023,0.279800208,0.990800323,0.0,0.0,0.0,19.331,0.945992432,3.1625,0.32814011
83,0.0,0.0,0.0,0.986045866,0.761210485,6.283185307,0.0,0.0,19.7454,0.530171583,3.3348,0.127676204
84,0.0,0.0,0.282419426,0.638032672,0.976935984,6.283185307,0.0,0.0,18.2163,0.581272458,3.2647,0.138166681
85,0.0,0.0,0.711000115,0.279800208,-0.146799862,0.0,0.0,0.0,19.8404,0.945992432,3.1909,0.426416816
86,0.0,0.0,0.0,-0.661096689,-0.943516115,0.0,0.0,0.0,19.1805,0.581272458,3.28,0.35269188
87,0.0,0.0,0.0,0.564200254,0.990800323,6.283185307,0.0,0.0,19.6358,0.945992432,3.1672,0.159528683
88,0.0,0.0,0.0,0.706400277,-0.857799977,0.0,0.0,0.0,18.9537,0.945992432,3.1901,0.137768571
89,0.0,0.426600069,0.0,-0.431199908,-0.857799977,0.0,0.0,0.0,19.3271,0.945992432,3.1574,0.31901479
90,0.0,0.338903311,0.338903311,-0.604612803,-0.604612803,0.0,0.0,0.0,19.5112,0.581272458,3.2864,0.3927491
91,0.0,0.0,0.178370164,0.605331475,0.962071803,6.283185307,0.0,0.0,19.0925,0.598086124,3.4298,0.133387381
92,0.0,0.995400161,0.284400046,0.8486003,-0.573399931,0.0,0.0,0.0,19.751,0.945992432,3.1749,0.313814364
93,0.0,0.0,0.853200138,-0.857799977,0.8486003,6.283185307,0.0,0.0,19.7733,0.945992432,3.2132,0.166514046
94,0.0,0.0,0.282419426,-0.943516115,-0.661096689,0.0,0.0,0.0,19.2969,0.581272458,3.2805,0.308684848
95,0.0,0.896214806,0.358485922,0.882051093,0.971672573,0.0,0.0,0.0,19.129,0.692520776,3.17,0.320468075
96,0.0,0.896214806,0.448107403,0.882051093,0.971672573,6.283185307,0.0,0.0,19.7045,0.692520776,3.1739,0.146110689
97,0.0,1.137600185,0.568800092,0.279800208,-0.288999885,0.0,0.0,0.0,19.675,0.945992432,3.1751,0.390606984
98,0.0,0.0,0.627350364,0.971672573,0.882051093,6.283185307,0.0,0.0,18.8106,0.692520776,3.1442,0.134891228
99,0.0,0.426600069,0.853200138,-0.431199908,0.8486003,0.0,0.0,0.0,19.4058,0.945992432,3.1446,0.424304806
100,0.0,0.448107403,0.179242961,-0.462271116,-0.731135558,0.0,0.0,0.0,19.0352,0.692520776,3.32697,0.342470634
101,0.0,0.0,0.224835381,-0.962527436,-0.737692055,6.283185307,0.0,0.0,19.5907,0.530171583,3.32394,0.190496226
102,0.0,0.0,0.995400161,-0.288999885,0.137600185,6.283185307,0.0,0.0,18.4826,0.945992432,3.2039,0.127943021
103,0.0,0.0,0.284400046,-0.288999885,0.8486003,0.0,0.0,0.0,18.7632,0.945992432,3.17804,0.150162755
104,0.0,0.448107403,0.627350364,-0.462271116,0.792429612,0.0,0.0,0.0,19.7448,0.692520776,3.3136,0.278795956
105,0.0,0.0,0.806593325,0.52356517,0.882051093,0.0,0.0,0.0,19.0364,0.692520776,3.4227,0.324255878
106,0.0,0.896214806,0.448107403,0.882051093,-0.462271116,0.0,0.0,0.0,19.6376,0.692520776,3.2398,0.423165254
107,0.0,0.0,0.142200023,0.990800323,-0.715599954,0.0,0.0,0.0,19.5959,0.945992432,3.1617,0.130659526
108,0.0,0.0,0.089744832,0.99682251,0.99682251,6.283185307,0.0,0.0,19.0822,0.497377464,3.3376,0.152053448
109,0.0,0.338903311,0.169451656,-0.604612803,-0.774064459,0.0,0.0,0.0,19.4882,0.581272458,3.2766,0.351092423
110,0.0,0.0,0.284400046,-0.288999885,-0.573399931,6.283185307,0.0,0.0,19.9051,0.945992432,3.1724,0.182036662
111,0.0,0.0,0.896214806,0.971672573,0.882051093,0.0,0.0,0.0,19.2563,0.692520776,3.2609,0.259942677
112,0.0,0.338903311,0.338903311,-0.604612803,-0.604612803,6.283185307,0.0,0.0,18.4743,0.581272458,3.171,0.178575361
113,0.0,0.853200138,0.284400046,-0.004599839,0.8486003,6.283185307,0.0,0.0,19.9272,0.945992432,3.1836,0.13506077
114,0.0,1.137600185,1.137600185,0.279800208,0.706400277,6.283185307,0.0,0.0,19.8432,0.945992432,3.1978,0.176775477
115,0.0,0.338903311,0.11296777,-0.604612803,-0.830548344,6.283185307,0.0,0.0,18.5901,0.581272458,3.2048,0.174775355
116,0.0,0.299780508,0.299780508,0.986045866,0.986045866,6.283185307,0.0,0.0,19.9007,0.530171583,3.3189,0.158378574
117,0.0,1.137600185,0.142200023,0.279800208,-0.715599954,6.283185307,0.0,0.0,19.8354,0.945992432,3.1627,0.182510996
118,0.0,0.711000115,0.284400046,-0.146799862,-0.573399931,0.0,0.0,0.0,19.8799,0.945992432,3.1839,0.355378868
119,0.0,0.0,0.451871082,0.638032672,0.920452098,0.0,0.0,0.0,19.3931,0.581272458,3.2622,0.365178917
120,0.0,0.896214806,0.089621481,0.882051093,0.52356517,0.0,0.0,0.0,19.7604,0.692520776,3.4271,0.236665185
121,0.0,0.0,0.237826885,-0.940543279,-0.702716393,6.283185307,0.0,0.0,18.8656,0.598086124,3.3516,0.149791723
122,0.0,0.0,0.896214806,0.971672573,0.882051093,6.283185307,0.0,0.0,19.5783,0.692520776,3.2835,0.156353287
123,0.0,0.134617248,0.067308624,-0.842946544,-0.910255168,0.0,0.0,0.0,19.0634,0.497377464,3.2895,0.331651146
124,0.0,0.0,0.157053456,0.839769055,0.974386302,6.283185307,0.0,0.0,19.1704,0.497377464,3.2072,0.151217977
125,0.0,0.0,0.089744832,0.839769055,0.99682251,0.0,0.0,0.0,19.1338,0.497377464,3.3442,0.290092129
126,0.0,0.896214806,0.716971845,0.882051093,0.792429612,0.0,0.0,0.0,19.188,0.692520776,3.3214,0.242284607
127,0.0,0.451871082,0.0,0.920452098,0.638032672,0.0,0.0,0.0,19.1323,0.581272458,3.2721,0.304771785
128,0.0,0.11218104,0.0,0.99682251,0.839769055,0.0,0.0,0.0,19.1499,0.497377464,3.3123,0.286204175
129,0.0,0.0,0.0,-0.977563792,-0.977563792,3.534291735,0.0,0.0,18.8809,0.497377464,3.1885,0.215136908
130,0.0,0.134617248,0.134617248,-0.842946544,-0.842946544,3.141592654,0.0,0.0,18.3564,0.497377464,3.3774,0.293020822
131,0.0,0.0,0.338903311,0.976935984,0.976935984,0.0,0.0,0.0,19.2638,0.581272458,3.2552,0.260945084
132,0.0,0.896214806,0.358485922,0.882051093,0.971672573,6.283185307,0.0,0.0,19.7272,0.692520776,3.338,0.152745852
133,0.0,0.0,0.067308624,0.839769055,0.99682251,6.283185307,0.0,0.0,19.2288,0.497377464,3.2018,0.161845551
134,0.0,0.0,0.716971845,0.52356517,0.882051093,0.0,0.0,0.0,18.996,0.692520776,3.3828,0.284146751
135,0.0,0.0,0.134617248,-0.842946544,-0.842946544,6.283185307,0.0,0.0,19.0294,0.497377464,3.1892,0.157599903
136,0.0,0.451871082,0.451871082,0.920452098,0.920452098,6.283185307,0.0,0.0,19.1538,0.581272458,3.2476,0.160618496
137,0.0,0.0,0.157053456,0.99682251,0.974386302,6.283185307,0.0,0.0,19.2376,0.497377464,3.2417,0.148155843
138,0.0,0.896214806,0.0,0.882051093,0.971672573,0.0,0.0,0.0,19.1109,0.692520776,3.1844,0.307693587
139,0.0,0.0,0.0,0.839769055,0.99682251,3.141592654,0.0,0.0,18.9881,0.497377464,3.19392,0.213788196
140,0.0,0.0,0.0,0.971672573,0.52356517,0.0,0.0,0.0,19.1225,0.692520776,3.28752,0.240128562
141,0.0,0.11218104,0.067308624,0.99682251,0.99682251,0.0,0.0,0.0,19.4633,0.497377464,3.29055,0.248490102
142,0.0,0.0,0.356740328,0.962071803,0.962071803,0.0,0.0,0.0,19.168,0.598086124,3.38261,0.269129026
143,0.0,0.0,0.157053456,0.839769055,0.974386302,0.0,0.0,0.0,19.4974,0.497377464,3.31409,0.275283441
144,0.0,0.0,0.448107403,-0.462271116,-0.462271116,3.141592654,0.0,0.0,19.2312,0.692520776,3.27194,0.258765061
145,0.0,0.0,0.157053456,0.839769055,0.974386302,0.0,0.0,0.0,19.391,0.497377464,3.2471,0.338850422
146,0.0,0.896214806,0.358485922,0.882051093,-0.551892597,2.35619449,0.0,0.0,19.5854,0.692520776,3.4056,0.266975562
147,0.0,0.0,0.067308624,-0.977563792,-0.842946544,0.0,0.0,0.0,19.0483,0.497377464,3.2667,0.263509501
148,0.0,0.0,0.067308624,-0.977563792,-0.842946544,0.0,0.0,0.0,19.2246,0.497377464,3.2597,0.266803654
149,0.0,0.224835381,0.224835381,-0.737692055,-0.737692055,2.35619449,0.0,0.0,18.7157,0.530171583,3.2851,0.166343719
150,0.0,0.0,0.134617248,-0.842946544,-0.842946544,0.0,0.0,0.0,19.0803,0.497377464,3.3285,0.337230261
151,0.0,0.0,0.806593325,0.52356517,0.882051093,6.283185307,0.0,0.0,18.9929,0.692520776,3.3501,0.145536203
152,0.0,0.134617248,0.0,-0.842946544,-0.842946544,0.0,0.0,0.0,19.1475,0.497377464,3.3725,0.363531801
153,0.0,0.0,0.157053456,0.99682251,0.974386302,3.141592654,0.0,0.0,19.3114,0.497377464,3.2654,0.217835314
154,0.0,0.896214806,0.537728884,0.882051093,0.702808131,6.283185307,0.0,0.0,19.5687,0.692520776,3.443,0.15560448
155,0.0,0.0,0.0,0.99682251,0.839769055,6.283185307,0.0,0.0,19.4377,0.497377464,3.2856,0.159377248
156,0.0,0.0,0.282419426,0.976935984,0.807484328,6.283185307,0.0,0.0,19.5618,0.581272458,3.2609,0.155257364
157,0.0,0.0,0.0,0.99682251,0.99682251,0.0,0.0,0.0,19.7346,0.497377464,3.2692,0.244854795
158,0.0,0.0,0.118913443,0.605331475,0.664788197,6.283185307,0.0,0.0,19.2488,0.598086124,3.3575,0.117561604
159,0.0,0.0,0.037472564,-0.962527436,-0.737692055,0.0,0.0,0.0,19.3776,0.530171583,3.3042,0.337532211
160,0.0,0.0,0.0,0.839769055,0.839769055,0.0,0.0,0.0,19.0495,0.497377464,3.3216,0.339885561
161,0.0,0.0,0.537728884,0.971672573,0.882051093,0.0,0.0,0.0,19.2393,0.692520776,3.3093,0.248791068
162,0.0,0.0,0.134617248,-0.977563792,-0.842946544,3.141592654,0.0,0.0,18.5556,0.497377464,3.1538,0.19450962
163,0.0,0.0,0.225935541,-0.943516115,-0.604612803,6.283185307,0.0,0.0,19.0966,0.581272458,3.2526,0.149112721
164,0.0,0.0,0.112417691,0.761210485,0.986045866,0.0,0.0,0.0,19.3796,0.530171583,3.2636,0.33057197
165,0.0,0.0,0.0,-0.977563792,-0.977563792,6.283185307,0.0,0.0,18.6032,0.497377464,3.1966,0.153081107
166,0.0,0.0,0.716971845,0.971672573,0.792429612,6.283185307,0.0,0.0,19.769,0.692520776,3.3665,0.157412642
167,0.0,0.0,0.059456721,0.962071803,0.962071803,0.0,0.0,0.0,19.1789,0.598086124,3.3604,0.266333182
168,0.0,0.0,0.0,-0.842946544,-0.977563792,3.141592654,0.0,0.0,19.0345,0.497377464,3.2654,0.204100653
169,0.0,0.0,0.0,-0.842946544,-0.977563792,1.963495408,0.0,0.0,19.4285,0.497377464,3.2995,0.241739536
170,0.0,0.0,0.0,0.99682251,0.839769055,2.748893572,0.0,0.0,18.3857,0.497377464,3.2028,0.222521083
171,0.0,0.0,0.0,0.638032672,0.638032672,3.141592654,0.0,0.0,18.8858,0.581272458,3.2555,0.230207247
172,0.0,0.0,0.0,0.99682251,0.839769055,1.963495408,0.0,0.0,19.1459,0.497377464,3.3146,0.253163886
173,0.0,0.896214806,0.179242961,0.882051093,-0.462271116,0.0,0.0,0.0,19.0971,0.692520776,3.3373,0.232112002
174,0.0,0.0,0.157053456,0.99682251,0.974386302,0.0,0.0,0.0,19.4673,0.497377464,3.3163,0.284954013
175,0.0,0.0,0.338903311,0.638032672,0.976935984,0.0,0.0,0.0,19.269,0.581272458,3.2777,0.307130967
176,0.0,0.0,0.0,-0.737692055,-0.962527436,0.0,0.0,0.0,19.3595,0.530171583,3.3305,0.362618201
177,0.0,0.0,0.0,-0.940543279,-0.940543279,0.0,0.0,0.0,19.0032,0.598086124,3.4202,0.268103183
178,0.0,0.451871082,0.169451656,0.920452098,0.976935984,0.0,0.0,0.0,19.2857,0.581272458,3.2919,0.25978533
179,0.0,0.0,0.299780508,0.986045866,0.986045866,0.0,0.0,0.0,19.5879,0.530171583,3.3419,0.255514704
180,0.0,0.0,0.806593325,0.971672573,0.882051093,1.963495408,0.0,0.0,19.6798,0.692520776,3.2672,0.204317045
181,0.0,0.0,0.187362818,0.986045866,0.986045866,1.963495408,0.0,0.0,19.9289,0.530171583,3.3539,0.159505146
182,0.0,0.0,0.338903311,-0.943516115,-0.604612803,1.963495408,0.0,0.0,19.4655,0.581272458,3.2753,0.241372383
183,0.0,0.0,0.448107403,0.971672573,0.971672573,1.963495408,0.0,0.0,19.887,0.692520776,3.2731,0.193654847
184,0.0,0.0,0.0,-0.977563792,-0.977563792,1.963495408,0.0,0.0,19.6527,0.497377464,3.34216,0.264032773
185,0.0,0.0,0.0,-0.977563792,-0.977563792,1.963495408,0.0,0.0,19.5895,0.497377464,3.42852,0.306104336
186,0.0,0.134617248,0.0,-0.842946544,-0.977563792,0.0,0.0,0.0,19.1781,0.497377464,3.4389,0.290763463
187,0.0,0.0,0.0,-0.962527436,-0.962527436,0.0,0.0,0.0,19.4229,0.530171583,3.35872,0.333316665
188,0.0,0.537728884,0.0,0.702808131,0.52356517,0.0,0.0,0.0,18.9991,0.692520776,3.34403,0.313290752
189,0.0,0.157053456,0.0,0.974386302,0.99682251,1.963495408,0.0,0.0,19.4299,0.497377464,3.3495,0.265330221
190,0.0,0.338903311,0.0,-0.604612803,-0.943516115,1.963495408,0.0,0.0,19.6032,0.581272458,3.2653,0.293089685
191,0.0,0.157053456,0.0,0.974386302,0.99682251,1.963495408,0.0,0.0,19.3954,0.497377464,3.3088,0.263866812
192,0.0,0.0,0.0,0.839769055,0.99682251,1.963495408,0.0,0.0,19.5469,0.497377464,3.426,0.318598901
193,0.0,0.0,0.0,0.99682251,0.839769055,0.0,0.0,0.0,19.0711,0.497377464,3.386,0.389754628
194,0.0,0.0,0.0,0.761210485,0.761210485,0.0,0.0,0.0,18.8427,0.530171583,3.2884,0.129274649
195,0.0,0.0,0.0,0.976935984,0.638032672,0.0,0.0,0.0,19.1213,0.581272458,3.2911,0.348437393
196,0.0,0.0,0.067308624,0.99682251,0.907077679,1.963495408,0.0,0.0,19.2417,0.497377464,3.3968,0.237623389
197,0.0,0.0,0.225935541,-0.661096689,-0.604612803,0.0,0.0,0.0,19.1729,0.581272458,3.2786,0.377719683
198,0.0,0.0,0.451871082,0.976935984,0.920452098,1.963495408,0.0,0.0,19.3422,0.581272458,3.3014,0.242024602
199,0.0,0.0,0.067308624,-0.842946544,-0.910255168,1.963495408,0.0,0.0,19.0458,0.497377464,3.4562,0.238628659
200,0.0,0.0,0.0,-0.977563792,-0.977563792,0.0,0.0,0.0,19.763,0.497377464,3.3506,0.269269299
201,0.0,0.451871082,0.338903311,0.920452098,-0.604612803,0.0,0.0,0.0,18.2023,0.581272458,3.2674,0.228874007
202,0.0,0.0,0.044872416,0.839769055,0.884641471,0.0,0.0,0.0,19.0548,0.497377464,3.3781,0.312995474
203,0.0,0.0,0.044872416,0.839769055,0.884641471,0.0,0.0,0.0,19.1579,0.497377464,3.335,0.328735523
204,0.0,0.134617248,0.0,-0.842946544,-0.977563792,0.0,0.0,0.0,19.1904,0.497377464,3.4271,0.254677308
205,0.0,0.157053456,0.11218104,0.974386302,0.99682251,1.963495408,0.0,0.0,19.2858,0.497377464,3.331,0.349273683
206,0.0,0.0,0.224835381,-0.737692055,-0.737692055,0.0,0.0,0.0,19.9052,0.530171583,3.2943,0.281983476
207,0.0,0.0,0.0,-0.842946544,-0.842946544,0.0,0.0,0.0,19.0138,0.497377464,3.4109,0.231029911
208,0.0,0.0,0.0,-0.977563792,-0.842946544,1.963495408,0.0,0.0,19.3246,0.497377464,3.32915,0.260229534
209,0.0,0.224835381,0.0,-0.737692055,-0.962527436,6.283185307,0.0,0.0,19.7721,0.530171583,3.32055,0.170394841
210,0.0,0.134617248,0.0,-0.842946544,-0.977563792,6.283185307,0.0,0.0,19.1185,0.497377464,3.26738,0.135517144
211,0.0,0.134617248,0.0,-0.842946544,-0.977563792,6.283185307,0.0,0.0,19.5004,0.497377464,3.32228,0.133923806
212,0.0,0.037472564,0.0,0.761210485,0.761210485,6.283185307,0.0,0.0,19.8218,0.530171583,3.33303,0.135738887
213,0.0,0.157053456,0.0,0.974386302,0.839769055,6.283185307,0.0,0.0,19.1194,0.497377464,3.34972,0.153966211
214,0.0,0.157053456,0.0,0.974386302,0.839769055,6.283185307,0.0,0.0,19.2355,0.497377464,3.28193,0.157621624
215,0.0,0.299780508,0.0,0.986045866,0.761210485,3.534291735,0.0,0.0,19.9239,0.530171583,3.29738,0.150135821
216,0.0,0.0,0.0,-0.737692055,-0.737692055,6.283185307,0.0,0.0,19.0837,0.530171583,3.29598,0.106798318
217,0.0,0.0,0.0,-0.842946544,-0.842946544,6.283185307,0.0,0.0,19.2095,0.497377464,3.38471,0.147790739
