used,"x, 2theta (deg)",obs,calc,bkg,diff,Gd1.5Mn0.25Zr2.25O7,tick-pos,diff/sigma,Axis-limits
1,21.51,22376.7,22462.12956,22434.91389,-2707.689557, , ,183.521116, 
1,21.52,22586.7,22446.68526,22419.26427,-2482.245255, , ,182.4828759, 
1,21.53,22310,22431.30509,22403.67645,-2743.565095, , ,184.0470049, 
1,21.54,22646.7,22415.98888,22388.15022,-2391.548877, , ,182.364196, 
1,21.55,22650,22400.73642,22372.68533,-2372.996417, , ,184.0562414, 
1,21.56,22636.7,22385.54752,22357.28156,-2371.107518, , ,184.4903792, 
1,21.57,22150,22370.42199,22341.93869,-2842.681991, , ,183.3758436, 
1,21.58,22500,22355.35965,22326.65649,-2477.619651, , ,183.7661558, 
1,21.59,21836.7,22340.36031,22311.43473,-3125.920306, , ,183.1029765, 
1,21.6,22296.7,22325.42377,22296.27319,-2650.983774, , ,184.4269503, 
1,21.61,22346.7,22310.54987,22281.17164,-2586.109868, , ,183.3485751, 
1,21.62,21990,22295.73841,22266.12985,-2927.998412, , ,184.1377202, 
1,21.63,22280,22280.98921,22251.14761,-2623.249211, , ,182.4371125, 
1,21.64,22270,22266.3021,22236.22469,-2618.562096, , ,184.3005697, 
1,21.65,22736.7,22251.67688,22221.36087,-2137.236885, , ,184.833168, 
1,21.66,22300,22237.11341,22206.55593,-2559.373406, , ,183.330303, 
1,21.67,22450,22222.61148,22191.80964,-2394.871477, , ,183.6483052, 
1,21.68,22523.3,22208.17092,22177.12179,-2307.130925, , ,183.1302815, 
1,21.69,22363.3,22193.79158,22162.49216,-2452.751579, , ,183.2301831, 
1,21.7,22406.7,22179.47327,22147.92052,-2395.033274, , ,184.1377202, 
1,21.71,21813.3,22165.21583,22133.40666,-2974.175829, , ,184.8512916, 
1,21.72,22163.3,22151.01909,22118.95037,-2609.979087, , ,183.8839308, 
1,21.73,22053.3,22136.88288,22104.55141,-2705.842877, , ,182.674574, 
1,21.74,22226.7,22122.80704,22090.20959,-2518.367035, , ,183.0846799, 
1,21.75,22286.7,22108.7914,22075.92467,-2444.351403, , ,182.9390609, 
1,21.76,22423.3,22094.83581,22061.69645,-2293.795814, , ,184.0198359, 
1,21.77,22026.7,22080.94011,22047.52471,-2676.500115, , ,183.3938385, 
1,21.78,22306.7,22067.10415,22033.40924,-2382.664148, , ,186.0645049, 
1,21.79,21736.7,22053.32775,22019.34982,-2938.887753, , ,184.3366486, 
1,21.8,22366.7,22039.61076,22005.34625,-2295.170756, , ,184.5174788, 
1,21.81,21996.7,22025.95305,21991.3983,-2651.513051, , ,184.3005697, 
1,21.82,22520,22012.35447,21977.50577,-2114.614467, , ,184.8242408, 
1,21.83,22143.3,21998.81486,21963.66845,-2477.774859, , ,184.3455994, 
1,21.84,22350,21985.3341,21949.88612,-2257.5941, , ,184.7882572, 
1,21.85,22110,21971.912,21936.15857,-2484.171998, , ,183.6572895, 
1,21.86,22056.7,21958.54844,21922.48561,-2524.10844, , ,183.9926629, 
1,21.87,21916.7,21945.24329,21908.86701,-2650.803288, , ,184.2370755, 
1,21.88,21716.7,21931.9964,21895.30257,-2837.556396, , ,183.8295406, 
1,21.89,22116.7,21918.80763,21881.79209,-2424.367633, , ,183.5121249, 
1,21.9,21586.7,21905.67686,21868.33535,-2941.236863, , ,185.7237195, 
1,21.91,22163.3,21892.60396,21854.93216,-2351.563964, , ,185.3375299, 
1,21.92,21956.7,21879.5888,21841.5823,-2545.148797, , ,185.1126684, 
1,21.93,21673.3,21866.63124,21828.28556,-2815.59124, , ,185.7237195, 
1,21.94,21523.3,21853.73117,21815.04176,-2952.69117, , ,184.6707882, 
1,21.95,21610,21840.88847,21801.85067,-2853.148469, , ,185.0856558, 
1,21.96,21620,21828.10301,21788.71211,-2830.363005, , ,184.4811644, 
1,21.97,21843.3,21815.37467,21775.62586,-2594.334674, , ,183.7933622, 
1,21.98,21793.3,21802.70336,21762.59172,-2631.663358, , ,185.3645058, 
1,21.99,21583.3,21790.08894,21749.6095,-2829.048944, , ,186.4939677, 
1,22,21323.3,21777.53132,21736.67899,-3076.491321, , ,185.013513, 
1,22.01,21740,21765.03039,21723.79999,-2647.290388, , ,186.6903854, 
1,22.02,21203.3,21752.58604,21710.97231,-3171.546043, , ,185.3375299, 
1,22.03,21826.7,21740.19818,21698.19574,-2535.758182, , ,186.1451047, 
1,22.04,21706.7,21727.86671,21685.47008,-2643.426706, , ,186.7798169, 
1,22.05,21766.7,21715.59149,21672.79514,-2571.151486, , ,186.770715, 
1,22.06,21773.3,21703.37251,21660.17073,-2552.332508, , ,186.868938, 
1,22.07,21923.3,21691.20963,21647.59663,-2390.169634, , ,185.0316189, 
1,22.08,21383.3,21679.10279,21635.07267,-2918.062788, , ,187.2431574, 
1,22.09,21426.7,21667.05192,21622.59863,-2862.611917, , ,187.4654635, 
1,22.1,21630,21655.05688,21610.17434,-2647.316883, , ,188.3348083, 
1,22.11,21173.3,21643.11764,21597.79958,-3092.077637, , ,186.440339, 
1,22.12,21540,21631.23412,21585.47418,-2713.494116, , ,186.6547615, 
1,22.13,21683.3,21619.40623,21573.19793,-2558.366234, , ,186.377842, 
1,22.14,21263.3,21607.63395,21560.97065,-2966.593952, , ,187.2877465, 
1,22.15,21180,21595.91718,21548.79213,-3038.17718, , ,185.1215817, 
1,22.16,21473.3,21584.25588,21536.6622,-2733.215882, , ,186.4135188, 
1,22.17,21786.7,21572.65,21524.58066,-2408.209995, , ,185.876303, 
1,22.18,21526.7,21561.09948,21512.54732,-2656.659477, , ,187.9449387, 
1,22.19,21390,21549.60428,21500.56198,-2781.864278, , ,187.3854317, 
1,22.2,21350,21538.16436,21488.62447,-2810.424357, , ,184.9505339, 
1,22.21,21406.7,21526.77968,21476.73458,-2742.33968, , ,185.2835665, 
1,22.22,21400,21515.45022,21464.89215,-2737.710216, , ,184.9234977, 
1,22.23,21540,21504.17592,21453.09696,-2586.435925, , ,185.6790241, 
1,22.24,21766.7,21492.9568,21441.34885,-2348.516801, , ,185.8582793, 
1,22.25,21926.7,21481.79281,21429.64762,-2177.352814, , ,185.7597911, 
1,22.26,21703.3,21470.68397,21417.99309,-2389.643971, , ,185.7237195, 
1,22.27,21356.7,21459.63023,21406.38506,-2725.190233, , ,183.9926629, 
1,22.28,21566.7,21448.63162,21394.82337,-2504.191623, , ,186.7439423, 
1,22.29,21816.7,21437.68813,21383.30782,-2243.24813, , ,186.0376306, 
1,22.3,21443.3,21426.79977,21371.83823,-2605.759771, , ,185.6879102, 
1,22.31,21060,21415.96655,21360.41442,-2978.226554, , ,186.8956928, 
1,22.32,21170,21405.1885,21349.0362,-2857.4485, , ,186.0107524, 
1,22.33,21033.3,21394.46563,21337.70339,-2983.425634, , ,186.4314888, 
1,22.34,21283.3,21383.798,21326.41581,-2722.758002, , ,185.6071119, 
1,22.35,21126.7,21373.18561,21315.17328,-2868.745613, , ,184.9775662, 
1,22.36,21500,21362.62854,21303.97563,-2484.888541, , ,185.5443343, 
1,22.37,21110,21352.12683,21292.82266,-2864.386829, , ,185.148589, 
1,22.38,21346.7,21341.68053,21281.71421,-2617.240527, , ,185.3105502, 
1,22.39,21103.3,21331.28971,21270.65008,-2850.249711, , ,187.011497, 
1,22.4,21333.3,21320.95445,21259.63012,-2609.914451, , ,187.8475446, 
1,22.41,21226.7,21310.67483,21248.65413,-2706.23483, , ,185.8136163, 
1,22.42,21216.7,21300.45094,21237.72193,-2706.010942, , ,188.2994955, 
1,22.43,21243.3,21290.28287,21226.83337,-2669.242868, , ,186.3241799, 
1,22.44,21210,21280.17073,21215.98825,-2692.430733, , ,186.0825086, 
1,22.45,21136.7,21270.11464,21205.1864,-2755.674639, , ,186.6279722, 
1,22.46,21030,21260.11472,21194.42765,-2852.374717, , ,186.0107524, 
1,22.47,20826.7,21250.1711,21183.71182,-3045.731096, , ,186.2793601, 
1,22.48,20940,21240.28392,21173.03874,-2922.543924, , ,186.1899568, 
1,22.49,21453.3,21230.45335,21162.40824,-2399.413348, , ,185.139677, 
1,22.5,21096.7,21220.67953,21151.82014,-2746.239527, , ,186.7798169, 
1,22.51,21470,21210.96264,21141.27427,-2363.222642, , ,186.8956928, 
1,22.52,20753.3,21201.30288,21130.77046,-3070.262878, , ,185.8943248, 
1,22.53,21133.3,21191.70042,21120.30855,-2680.660419, , ,185.876303, 
1,22.54,20866.7,21182.15548,21109.88834,-2937.715485, , ,186.5832254, 
1,22.55,21633.3,21172.6683,21099.50969,-2161.628295, , ,187.1542145, 
1,22.56,20936.7,21163.23908,21089.17241,-2848.799076, , ,187.1274966, 
1,22.57,21203.3,21153.86807,21078.87634,-2572.828074, , ,188.1044922, 
1,22.58,20820,21144.55555,21068.62132,-2946.815549, , ,187.5545254, 
1,22.59,21116.7,21135.30178,21058.40716,-2640.861779, , ,187.8475446, 
1,22.6,21246.7,21126.10705,21048.23372,-2501.667046, , ,186.0913754, 
1,22.61,20623.3,21116.97164,21038.1008,-3115.931645, , ,187.0205871, 
1,22.62,20993.3,21107.8959,21028.00827,-2736.855904, , ,188.3701144, 
1,22.63,20673.3,21098.88017,21017.95593,-3047.840167, , ,186.9136164, 
1,22.64,21003.3,21089.92476,21007.94364,-2708.884758, , ,186.4760038, 
1,22.65,20856.7,21081.03007,20997.97122,-2846.590072, , ,186.1899568, 
1,22.66,20750,21072.19648,20988.03852,-2944.45648, , ,188.0691362, 
1,22.67,20676.7,21063.42439,20978.14536,-3008.984395, , ,187.064962, 
1,22.68,20706.7,21054.71425,20968.29158,-2970.274247, , ,187.6254247, 
1,22.69,20900,21046.06647,20958.47703,-2768.326467, , ,187.3411327, 
1,22.7,20926.7,21037.48153,20948.70153,-2733.041529, , ,188.7238724, 
1,22.71,20756.7,21028.95993,20938.96493,-2894.519933, , ,187.4478594, 
1,22.72,20603.3,21020.50217,20929.26707,-3039.462168, , ,187.9715404, 
1,22.73,21253.3,21012.10879,20919.60778,-2381.068793, , ,187.9893614, 
1,22.74,20783.3,21003.78034,20909.9869,-2842.740344, , ,188.6708775, 
1,22.75,20980,20995.51744,20900.40428,-2637.77744, , ,188.0513228, 
1,22.76,21023.3,20987.32066,20890.85976,-2586.280655, , ,188.0513228, 
1,22.77,20730,20979.19067,20881.35317,-2871.450673, , ,188.8472928, 
1,22.78,21023.3,20971.12813,20871.88436,-2570.088131, , ,188.9621655, 
1,22.79,21336.7,20963.13374,20862.45317,-2248.693739, , ,188.6973768, 
1,22.8,20840,20955.20824,20853.05944,-2737.468235, , ,187.9715404, 
1,22.81,20676.7,20947.35238,20843.70302,-2892.912379, , ,189.3586544, 
1,22.82,21420,20939.56697,20834.38374,-2141.826967, , ,188.1932517, 
1,22.83,20536.7,20931.85286,20825.10147,-3017.412859, , ,188.2904671, 
1,22.84,20913.3,20924.2109,20815.85602,-2633.170902, , ,188.0957203, 
1,22.85,20643.3,20916.64204,20806.64727,-2895.602038, , ,188.5558273, 
1,22.86,20950,20909.14718,20797.47504,-2581.407177, , ,188.8385554, 
1,22.87,20580,20901.72737,20788.33918,-2943.987368, , ,189.0060846, 
1,22.88,20546.7,20894.38363,20779.23955,-2969.943626, , ,187.598774, 
1,22.89,20660,20887.11704,20770.17599,-2849.377042, , ,189.0944209, 
1,22.9,21046.7,20879.92877,20761.14834,-2455.48877, , ,187.8475446, 
1,22.91,21206.7,20872.81998,20752.15646,-2288.379976, , ,189.6312211, 
1,22.92,20650,20865.79192,20743.20019,-2838.051924, , ,187.87416, 
1,22.93,20356.7,20858.84592,20734.27938,-3124.405922, , ,187.7764628, 
1,22.94,20526.7,20851.9833,20725.39388,-2947.543305, , ,189.2968568, 
1,22.95,20886.7,20845.20553,20716.54354,-2580.765526, , ,188.9444363, 
1,22.96,20820,20838.51406,20707.72822,-2640.774061, , ,189.0589855, 
1,22.97,20233.3,20831.91047,20698.94776,-3220.87047, , ,189.1208608, 
1,22.98,20416.7,20825.39638,20690.20201,-3030.95638, , ,190.201735, 
1,22.99,20403.3,20818.97348,20681.49083,-3037.933479, , ,188.4675038, 
1,23,20680,20812.6436,20672.81406,-2754.9036, , ,190.0349968, 
1,23.01,20440,20806.4084,20664.17157,-2988.668399, , ,189.1295852, 
1,23.02,20920,20800.27018,20655.5632,-2502.530177, , ,190.6481052, 
1,23.03,20010,20794.231,20646.9888,-3406.490999, , ,189.6135544, 
1,23.04,21086.7,20788.29267,20638.44824,-2323.852666, , ,188.9444363, 
1,23.05,20373.3,20782.45759,20629.94137,-3031.417587, , ,188.6883674, 
1,23.06,20813.3,20776.72812,20621.46804,-2585.688121, , ,190.7005506, 
1,23.07,20130,20771.10673,20613.0281,-3263.366734, , ,189.7016078, 
1,23.08,20790,20765.59605,20604.62142,-2597.856047, , ,190.2104098, 
1,23.09,20686.7,20760.19875,20596.24785,-2695.758751, , ,191.2937532, 
1,23.1,20683.3,20754.9177,20587.90725,-2693.877702, , ,189.9297238, 
1,23.11,20500,20749.75588,20579.59947,-2872.015877, , ,191.2937532, 
1,23.12,20510,20744.71645,20571.32437,-2856.976452, , ,191.8767834, 
1,23.13,20373.3,20739.80246,20563.08181,-2988.762456, , ,190.3856612, 
1,23.14,20426.7,20735.01785,20554.87166,-2930.577848, , ,192.1111657, 
1,23.15,21016.7,20730.36629,20546.69376,-2335.926287, , ,190.6743297, 
1,23.16,20370,20725.85108,20538.54798,-2978.111082, , ,192.1283425, 
1,23.17,20490,20721.47653,20530.43418,-2853.73653, , ,191.8246595, 
1,23.18,20616.7,20717.24687,20522.35221,-2722.806869, , ,192.1892297, 
1,23.19,20553.3,20713.16658,20514.30195,-2782.126578, , ,191.8767834, 
1,23.2,20606.7,20709.24032,20506.28325,-2724.80032, , ,191.9549426, 
1,23.21,20810,20705.47306,20498.29598,-2517.733059, , ,192.1632119, 
1,23.22,20543.3,20701.87003,20490.33999,-2780.830027, , ,192.7607325, 
1,23.23,20493.3,20698.43669,20482.41515,-2827.396693, , ,193.7782238, 
1,23.24,20610,20695.17891,20474.52132,-2707.438912, , ,192.7433527, 
1,23.25,20400,20692.10277,20466.65837,-2914.362766, , ,194.2678563, 
1,23.26,20476.7,20689.21474,20458.82617,-2834.77474, , ,190.7005506, 
1,23.27,20630,20686.52167,20451.02456,-2678.781669, , ,193.7524193, 
1,23.28,20383.3,20684.0308,20443.25343,-2922.9908, , ,192.2152439, 
1,23.29,20663.3,20681.74974,20435.51263,-2640.709735, , ,193.175309, 
1,23.3,20286.7,20679.68661,20427.80204,-3015.246612, , ,191.9549426, 
1,23.31,20356.7,20677.84994,20420.12151,-2943.409944, , ,191.8071949, 
1,23.32,20166.7,20676.24886,20412.47092,-3131.808861, , ,194.2678563, 
1,23.33,20536.7,20674.89293,20404.85013,-2760.452928, , ,193.2700184, 
1,23.34,20216.7,20673.7924,20397.25901,-3079.352403, , ,193.7008002, 
1,23.35,20066.7,20672.95809,20389.69744,-3228.518087, , ,193.3734728, 
1,23.36,20210,20672.4015,20382.16526,-3084.661504, , ,194.1991246, 
1,23.37,20273.3,20672.13487,20374.66237,-3021.094868, , ,193.3046818, 
1,23.38,20523.3,20672.17124,20367.18862,-2771.131236, , ,194.4307075, 
1,23.39,20393.3,20672.52442,20359.74389,-2901.484418, , ,193.5458602, 
1,23.4,20493.3,20673.20914,20352.32804,-2802.169137, , ,195.3030978, 
1,23.41,20536.7,20674.24118,20344.94095,-2759.801176, , ,194.2506113, 
