used,"x, 2theta (deg)",obs,calc,bkg,diff,diff/sigma,Axis-limits
1,20.5,24926.7,24355.67813,24355.67813,-2051.238127,3.616765495, 
1,20.51,24750,24333.22779,24333.22779,-2205.487794,2.649178042, 
1,20.52,24803.3,24310.85949,24310.85949,-2129.819491,3.126792335, 
1,20.53,24820,24288.57294,24288.57294,-2090.832943,3.373205299, 
1,20.54,24490,24266.36788,24266.36788,-2398.627877,1.429024892, 
1,20.55,24306.7,24244.24402,24244.24402,-2559.804022,0.400600061, 
1,20.56,24420,24222.20111,24222.20111,-2424.461106,1.265759012, 
1,20.57,24393.3,24200.23886,24200.23886,-2429.198859,1.236117032, 
1,20.58,24313.3,24178.35701,24178.35701,-2487.317009,0.865422887, 
1,20.59,24786.7,24161.86045,24156.55529,-1997.420453,3.968799446, 
1,20.6,24823.3,24140.15022,24134.83343,-1939.110224,4.33596904, 
1,20.61,24136.7,24118.51963,24113.19116,-2604.079626,0.117021014, 
1,20.62,24210,24096.96839,24091.62822,-2509.228392,0.726444621, 
1,20.63,24216.7,24075.49625,24070.14434,-2481.056255,0.907379024, 
1,20.64,24086.7,24054.10295,24048.73924,-2589.66295,0.210034023, 
1,20.65,24166.7,24032.78821,24027.41268,-2488.348212,0.861410444, 
1,20.66,24370,24011.55178,24006.16438,-2263.811777,2.296141604, 
1,20.67,24110,23990.39338,23984.99408,-2502.65338,0.770294174, 
1,20.68,24173.3,23969.31276,23963.90152,-2418.272761,1.312003607, 
1,20.69,24470,23948.30966,23942.88643,-2100.569655,3.334999817, 
1,20.7,24526.7,23927.3838,23921.94856,-2022.943803,3.826806083, 
1,20.71,24756.7,23906.53494,23901.08764,-1772.094943,5.403272543, 
1,20.72,24453.3,23885.76281,23880.30341,-2054.722814,3.629322693, 
1,20.73,23873.3,23865.06716,23859.59561,-2614.027159,0.05328359, 
1,20.74,23756.7,23844.44772,23838.96399,-2710.007719,-0.569302088, 
1,20.75,23650,23823.90423,23818.40828,-2796.164234,-1.130822871, 
1,20.76,23486.7,23803.43645,23797.92823,-2938.996449,-2.0667457, 
1,20.77,23770,23783.04411,23777.52358,-2635.304106,-0.084605718, 
1,20.78,24026.7,23762.72695,23757.19408,-2358.28695,1.702991688, 
1,20.79,23753.3,23742.48472,23736.93946,-2611.444725,0.070173897, 
1,20.8,23600,23722.31718,23716.75948,-2744.577177,-0.796217002, 
1,20.81,23853.3,23702.22405,23696.65389,-2471.184053,0.978185208, 
1,20.82,23233.3,23682.2051,23676.62242,-3071.165098,-2.945093499, 
1,20.83,23906.7,23662.26006,23656.66483,-2377.820061,1.580928945, 
1,20.84,23166.7,23642.38869,23636.78086,-3097.948689,-3.125292985, 
1,20.85,23320,23622.59073,23616.97026,-2924.850732,-1.981487552, 
1,20.86,23493.3,23602.86594,23597.23278,-2731.825939,-0.714831288, 
1,20.87,23166.7,23583.21406,23577.56818,-3038.774061,-2.736513404, 
1,20.88,23810,23563.63485,23557.97619,-2375.894848,1.596612699, 
1,20.89,23760,23544.12805,23538.45658,-2406.388052,1.400467363, 
1,20.9,23460,23524.69343,23519.0091,-2686.953425,-0.422372995, 
1,20.91,23360,23505.33072,23499.63349,-2767.590721,-0.950869699, 
1,20.92,23310,23486.03969,23480.32952,-2798.299691,-1.15302696, 
1,20.93,23560,23466.82009,23461.09693,-2529.080092,0.607064214, 
1,20.94,23086.7,23447.67168,23441.93548,-2983.231678,-2.375703287, 
1,20.95,23690,23428.5942,23422.84493,-2360.854204,1.698371457, 
1,20.96,23413.3,23409.58743,23403.82503,-2618.547427,0.024262955, 
1,20.97,23056.7,23390.6511,23384.87554,-2956.211102,-2.199299154, 
1,20.98,23696.7,23371.78499,23365.99621,-2297.34499,2.110696739, 
1,20.99,23173.3,23352.98885,23347.18681,-2801.948846,-1.180394503, 
1,21,23773.3,23334.26243,23328.44709,-2183.222431,2.847455524, 
1,21.01,23480,23315.6055,23309.77681,-2457.865504,1.072848079, 
1,21.02,23110,23297.01782,23291.17574,-2809.277824,-1.230220692, 
1,21.03,23020,23278.49915,23272.64363,-2880.759152,-1.703752334, 
1,21.04,23613.3,23260.04925,23254.18024,-2269.009252,2.298818839, 
1,21.05,22936.7,23241.66788,23235.78533,-2927.227883,-2.013671568, 
1,21.06,23036.7,23223.35481,23217.45868,-2808.914809,-1.229784601, 
1,21.07,23023.3,23205.10979,23199.20003,-2804.069794,-1.198211514, 
1,21.08,23353.3,23186.9326,23181.00916,-2455.892603,1.088664581, 
1,21.09,23673.3,23168.823,23162.88583,-2117.782997,3.278777697, 
1,21.1,23663.3,23150.78074,23144.82981,-2109.740745,3.33175096, 
1,21.11,23273.3,23132.80561,23126.84086,-2481.765611,0.92093716, 
1,21.12,23266.7,23114.89736,23108.91874,-2470.457362,0.995203566, 
1,21.13,22950,23097.05577,23091.06323,-2769.315766,-0.970712699, 
1,21.14,22583.3,23079.28059,23073.27409,-3118.24059,-3.300433442, 
1,21.15,23240,23061.5716,23055.55109,-2443.831603,1.170431256, 
1,21.16,23136.7,23043.92857,23037.89399,-2529.488575,0.609906864, 
1,21.17,22800,23026.35127,23020.30258,-2848.611275,-1.499047936, 
1,21.18,22960,23008.83947,23002.77662,-2671.099473,-0.322318344, 
1,21.19,23223.3,22991.39294,22985.31587,-2390.35294,1.521780462, 
1,21.2,22523.3,22974.01145,22967.92012,-3072.971448,-3.003188408, 
1,21.21,22846.7,22956.69477,22950.58913,-2732.254771,-0.727713282, 
1,21.22,22480,22939.44268,22933.32268,-3081.70268,-3.06431342, 
1,21.23,22473.3,22922.25495,22916.12053,-3071.214949,-2.994810444, 
1,21.24,22643.3,22905.13135,22898.98247,-2884.091352,-1.740010177, 
1,21.25,22770,22888.07166,22881.90827,-2740.331665,-0.782463651, 
1,21.26,22793.3,22871.07566,22864.8977,-2700.035663,-0.515157609, 
1,21.27,23116.7,22854.14312,22847.95054,-2359.703121,1.726873334, 
1,21.28,22586.7,22837.27382,22831.06657,-2872.833816,-1.667282899, 
1,21.29,22816.7,22820.46753,22814.24555,-2626.027527,-0.024941925, 
1,21.3,22796.7,22803.72403,22797.48728,-2629.284029,-0.046521137, 
1,21.31,22873.3,22787.0431,22780.79153,-2536.003104,0.570334197, 
1,21.32,22720,22770.42453,22764.15807,-2672.684528,-0.334532011, 
1,21.33,22950,22753.86808,22747.58669,-2426.128084,1.294663567, 
1,21.34,22743.3,22737.37355,22731.07717,-2616.333549,0.039297774, 
1,21.35,22480,22720.94071,22714.62929,-2863.200706,-1.606985748, 
1,21.36,22863.3,22704.56934,22698.24282,-2463.529337,1.049763272, 
1,21.37,22603.3,22688.25922,22681.91756,-2707.219222,-0.565099084, 
1,21.38,22743.3,22672.01015,22665.65328,-2550.970147,0.472716739, 
1,21.39,21886.7,22655.82189,22649.44977,-3391.381892,-5.198822984, 
1,21.4,22256.7,22639.69424,22633.30681,-3005.254243,-2.567212746, 
1,21.41,22626.7,22623.62699,22617.22418,-2619.186985,0.020429325, 
1,21.42,22336.7,22607.6199,22601.20167,-2893.179902,-1.81272283, 
1,21.43,22536.7,22591.67278,22585.23907,-2677.232781,-0.36618668, 
1,21.44,22336.7,22575.78541,22569.33616,-2861.345408,-1.599718492, 
1,21.45,22540,22559.95757,22553.49273,-2642.217569,-0.132932349, 
1,21.46,22566.7,22544.18905,22537.70856,-2599.749053,0.14985103, 
1,21.47,22260,22528.47965,22521.98345,-2890.739648,-1.799487316, 
1,21.48,22680,22512.82914,22506.31718,-2455.089142,1.110041064, 
1,21.49,22680,22497.23733,22490.70955,-2439.497326,1.213573203, 
1,21.5,22323.3,22481.70399,22475.16033,-2780.663988,-1.060197835, 
1,21.51,22376.7,22466.22892,22459.66933,-2711.78892,-0.598501614, 
1,21.52,22586.7,22450.81191,22444.23633,-2486.371913,0.904180203, 
1,21.53,22310,22435.45276,22428.86112,-2747.712759,-0.839905511, 
1,21.54,22646.7,22420.15125,22413.5435,-2395.711248,1.505425298, 
1,21.55,22650,22404.90718,22398.28325,-2377.167177,1.628532729, 
1,21.56,22636.7,22389.72034,22383.08018,-2375.280337,1.641551971, 
1,21.57,22150,22374.59052,22367.93408,-2846.850522,-1.509053231, 
1,21.58,22500,22359.51753,22352.84473,-2481.777527,0.93654982, 
1,21.59,21836.7,22344.50115,22337.81194,-3130.061148,-3.43637202, 
1,21.6,22296.7,22329.54118,22322.8355,-2655.101181,-0.219937085, 
1,21.61,22346.7,22314.63742,22307.91521,-2590.19742,0.214482453, 
1,21.62,21990,22299.78967,22293.05086,-2932.049666,-2.089076344, 
1,21.63,22280,22284.99771,22278.24226,-2627.257713,-0.033482176, 
1,21.64,22270,22270.26136,22263.48919,-2622.521361,-0.001751378, 
1,21.65,22736.7,22255.58041,22248.79146,-2141.140408,3.190724646, 
1,21.66,22300,22240.95465,22234.14886,-2563.214653,0.395396889, 
1,21.67,22450,22226.3839,22219.5612,-2398.643897,1.492433199, 
1,21.68,22523.3,22211.86794,22205.02828,-2310.827941,2.075139544, 
1,21.69,22363.3,22197.40658,22190.54989,-2456.366584,1.109331145, 
1,21.7,22406.7,22182.99963,22176.12584,-2398.559629,1.494437494, 
1,21.71,21813.3,22168.64688,22161.75593,-2977.606878,-2.405978918, 
1,21.72,22163.3,22154.34813,22147.43996,-2613.308132,0.060130728, 
1,21.73,22053.3,22140.1032,22133.17774,-2709.063196,-0.584519391, 
1,21.74,22226.7,22125.91187,22118.96907,-2521.471874,0.676039193, 
1,21.75,22286.7,22111.77397,22104.81374,-2447.333971,1.171740803, 
1,21.76,22423.3,22097.68929,22090.71158,-2296.64929,2.174447456, 
1,21.77,22026.7,22083.65764,22076.66238,-2679.217637,-0.383775501, 
1,21.78,22306.7,22069.67882,22062.66595,-2385.238819,1.58697284, 
1,21.79,21736.7,22055.75264,22048.72209,-2941.312643,-2.164041278, 
1,21.8,22366.7,22041.87891,22034.83061,-2297.438914,2.171917163, 
1,21.81,21996.7,22028.05744,22020.99132,-2653.617441,-0.211427684, 
1,21.82,22520,22014.28803,22007.20403,-2116.548034,3.369915701, 
1,21.83,22143.3,22000.5705,21993.46854,-2479.530499,0.959163346, 
1,21.84,22350,21986.90465,21979.78467,-2259.164647,2.428745041, 
1,21.85,22110,21973.29029,21966.15222,-2485.550288,0.919401056, 
1,21.86,22056.7,21959.72723,21952.57101,-2525.287231,0.6529494, 
1,21.87,21916.7,21946.21529,21939.04084,-2651.775289,-0.199369838, 
1,21.88,21716.7,21932.75427,21925.56153,-2838.314273,-1.466107933, 
1,21.89,22116.7,21919.34399,21912.13288,-2424.903994,1.327058856, 
1,21.9,21586.7,21905.98427,21898.75472,-2941.544267,-2.17312341, 
1,21.91,22163.3,21892.6749,21885.42684,-2351.634903,1.817819916, 
1,21.92,21956.7,21879.41572,21872.14908,-2544.975716,0.521564053, 
1,21.93,21673.3,21866.20652,21858.92123,-2815.166521,-1.310341175, 
1,21.94,21523.3,21853.04713,21845.74312,-2952.007134,-2.247639213, 
1,21.95,21610,21839.93737,21832.61456,-2852.197369,-1.564163594, 
1,21.96,21620,21826.87704,21819.53537,-2829.137042,-1.406968758, 
1,21.97,21843.3,21813.86597,21806.50535,-2592.825969,0.199154725, 
1,21.98,21793.3,21800.90397,21793.52434,-2629.863968,-0.051508484, 
1,21.99,21583.3,21787.99086,21780.59214,-2826.950855,-1.393283575, 
1,22,21323.3,21775.12645,21767.70857,-3074.086451,-3.094171939, 
1,22.01,21740,21762.31057,21754.87346,-2644.570572,-0.151314638, 
1,22.02,21203.3,21749.54304,21742.08661,-3168.503038,-3.751320631, 
1,22.03,21826.7,21736.82367,21729.34786,-2532.383668,0.608346903, 
1,22.04,21706.7,21724.15228,21716.65701,-2639.712283,-0.118455531, 
1,22.05,21766.7,21711.5287,21704.01389,-2567.088704,0.373952887, 
1,22.06,21773.3,21698.95275,21691.41832,-2547.912751,0.503851753, 
1,22.07,21923.3,21686.42425,21678.87013,-2385.384246,1.599807195, 
1,22.08,21383.3,21673.94301,21666.36912,-2912.903013,-1.987570407, 
1,22.09,21426.7,21661.50887,21653.91514,-2857.068872,-1.604120015, 
1,22.1,21630,21649.12165,21641.50799,-2641.38165,-0.13001609, 
1,22.11,21173.3,21636.78117,21629.1475,-3085.741167,-3.185208135, 
1,22.12,21540,21624.48725,21616.8335,-2706.747249,-0.575663007, 
1,22.13,21683.3,21612.23972,21604.56581,-2551.199722,0.482574326, 
1,22.14,21263.3,21600.03841,21592.34426,-2958.99841,-2.309283877, 
1,22.15,21180,21587.88314,21580.16867,-3030.143139,-2.802675229, 
1,22.16,21473.3,21575.77374,21568.03886,-2724.733736,-0.699299431, 
1,22.17,21786.7,21563.71003,21555.95467,-2399.270027,1.510739582, 
1,22.18,21526.7,21551.69184,21543.91592,-2647.251842,-0.170337212, 
1,22.19,21390,21539.71901,21531.92244,-2771.979006,-1.023697264, 
1,22.2,21350,21527.79135,21519.97405,-2800.051347,-1.216778932, 
1,22.21,21406.7,21515.9087,21508.07059,-2731.468698,-0.746418455, 
1,22.22,21400,21504.07089,21496.21188,-2726.330885,-0.711413927, 
1,22.23,21540,21492.27774,21484.39775,-2574.53774,0.32516078, 
1,22.24,21766.7,21480.52909,21472.62804,-2336.089092,1.939675969, 
1,22.25,21926.7,21468.82477,21460.90258,-2164.384772,3.092149693, 
1,22.26,21703.3,21457.16461,21449.22118,-2376.124612,1.670748852, 
1,22.27,21356.7,21445.54844,21437.5837,-2711.108444,-0.607970846, 
1,22.28,21566.7,21433.9761,21425.98995,-2489.536102,0.903768664, 
1,22.29,21816.7,21422.44742,21414.43978,-2228.007417,2.669193248, 
1,22.3,21443.3,21410.96222,21402.93301,-2589.922223,0.220833191, 
1,22.31,21060,21399.52036,21391.46947,-2961.780356,-2.339573178, 
1,22.32,21170,21388.12165,21380.04901,-2840.381647,-1.499126698, 
1,22.33,21033.3,21376.76593,21368.67146,-2965.725931,-2.368263149, 
1,22.34,21283.3,21365.45305,21357.33664,-2704.413048,-0.563124205, 
1,22.35,21126.7,21354.18283,21346.04441,-2849.742831,-1.565066487, 
1,22.36,21500,21342.95512,21334.79459,-2465.215117,1.071037213, 
1,22.37,21110,21331.76974,21323.58701,-2844.029741,-1.526364207, 
1,22.38,21346.7,21320.62654,21312.42153,-2596.186545,0.178456848, 
1,22.39,21103.3,21309.52536,21301.29796,-2828.485361,-1.419602926, 
1,22.4,21333.3,21298.46603,21290.21616,-2587.426033,0.238492054, 
1,22.41,21226.7,21287.4484,21279.17596,-2683.008398,-0.416959226, 
1,22.42,21216.7,21276.47229,21268.1772,-2682.032294,-0.410356207, 
1,22.43,21243.3,21265.53756,21257.21972,-2644.497561,-0.152572464, 
1,22.44,21210,21254.64404,21246.30336,-2666.904042,-0.306544252, 
1,22.45,21136.7,21243.79158,21235.42795,-2729.351578,-0.736608498, 
1,22.46,21030,21232.98001,21224.59335,-2825.240007,-1.399695694, 
1,22.47,20826.7,21222.20917,21213.79939,-3017.769171,-2.740604255, 
1,22.48,20940,21211.47892,21203.04591,-2893.738916,-1.87606451, 
1,22.49,21453.3,21200.78908,21192.33275,-2369.749081,1.723983517, 
1,22.5,21096.7,21190.13951,21181.65977,-2715.699511,-0.643314431, 
1,22.51,21470,21179.53005,21171.02679,-2331.790051,1.982372143, 
1,22.52,20753.3,21168.96054,21160.43367,-3037.920544,-2.885328198, 
1,22.53,21133.3,21158.43083,21149.88025,-2647.390835,-0.172871443, 
1,22.54,20866.7,21147.94077,21139.36637,-2903.500767,-1.946934707, 
1,22.55,21633.3,21137.49019,21128.89189,-2126.450191,3.370961001, 
1,22.56,20936.7,21127.07895,21118.45663,-2812.638946,-1.315724021, 
1,22.57,21203.3,21116.70688,21108.06046,-2535.666885,0.594677676, 
1,22.58,20820,21106.37385,21097.70322,-2908.633852,-1.984691447, 
1,22.59,21116.7,21096.07969,21087.38475,-2601.639693,0.141899903, 
1,22.6,21246.7,21085.82426,21077.1049,-2461.38426,1.103684169, 
1,22.61,20623.3,21075.6074,21066.86352,-3074.5674,-3.14959428, 
1,22.62,20993.3,21065.42896,21056.66045,-2694.388958,-0.497816518, 
1,22.63,20673.3,21055.28879,21046.49556,-3004.24879,-2.65671957, 
1,22.64,21003.3,21045.18674,21036.36868,-2664.146744,-0.289023283, 
1,22.65,20856.7,21035.12266,21026.27967,-2800.682665,-1.235455834, 
1,22.66,20750,21025.09641,21016.22837,-2897.356411,-1.909747167, 
1,22.67,20676.7,21015.10783,21006.21464,-2960.667829,-2.353421891, 
1,22.68,20706.7,21005.15677,20996.23832,-2920.716772,-2.074082332, 
1,22.69,20900,20995.24309,20986.29928,-2717.503092,-0.658810246, 
1,22.7,20926.7,20985.36664,20976.39736,-2680.926641,-0.405546678, 
1,22.71,20756.7,20975.52728,20966.53241,-2841.087275,-1.518875925, 
1,22.72,20603.3,20965.72485,20956.70429,-2984.684845,-2.524931316, 
1,22.73,21253.3,20955.9592,20946.91285,-2324.919204,2.039582671, 
1,22.74,20783.3,20946.23021,20937.15794,-2785.190209,-1.130171524, 
1,22.75,20980,20936.53771,20927.43942,-2578.797714,0.300061184, 
1,22.76,21023.3,20926.88157,20917.75715,-2525.841572,0.664981559, 
1,22.77,20730,20917.26164,20908.11097,-2809.521644,-1.300616262, 
1,22.78,21023.3,20907.67778,20898.50074,-2506.637782,0.797426843, 
1,22.79,21336.7,20898.12984,20888.92633,-2183.689844,3.002447692, 
1,22.8,20840,20888.61769,20879.38758,-2670.877686,-0.336779332, 
1,22.81,20676.7,20879.14117,20869.88436,-2824.701169,-1.407855956, 
1,22.82,21420,20869.70015,20860.41652,-2071.960148,3.760015737, 
1,22.83,20536.7,20860.29448,20850.98391,-2945.854483,-2.258061567, 
1,22.84,20913.3,20850.92403,20841.5864,-2559.884032,0.431326376, 
1,22.85,20643.3,20841.58865,20832.22385,-2820.548655,-1.380092845, 
1,22.86,20950,20832.28821,20822.89612,-2504.548211,0.813257258, 
1,22.87,20580,20823.02256,20813.60305,-2865.28256,-1.69404096, 
1,22.88,20546.7,20813.79157,20804.34453,-2889.351566,-1.863327243, 
1,22.89,20660,20804.59509,20795.12039,-2766.855087,-1.005977755, 
1,22.9,21046.7,20795.43298,20785.93052,-2370.992983,1.731982416, 
1,22.91,21206.7,20786.30512,20776.77476,-2201.865121,2.886827744, 
1,22.92,20650,20777.21136,20767.65297,-2749.471361,-0.885249871, 
1,22.93,20356.7,20768.15156,20758.56503,-3033.711565,-2.883799286, 
1,22.94,20526.7,20759.1256,20749.5108,-2854.685598,-1.622274681, 
1,22.95,20886.7,20750.13332,20740.49013,-2485.693322,0.94495218, 
1,22.96,20820,20741.1746,20731.50289,-2543.434603,0.54629321, 
1,22.97,20233.3,20732.2493,20722.54894,-3121.209305,-3.507704996, 
1,22.98,20416.7,20723.35729,20713.62816,-2928.917292,-2.146152225, 
1,22.99,20403.3,20714.49843,20704.74039,-2933.458431,-2.178648617, 
1,23,20680,20705.67259,20695.88552,-2647.932589,-0.178523093, 
1,23.01,20440,20696.87963,20687.0634,-2879.139629,-1.79675648, 
1,23.02,20920,20688.11942,20678.2739,-2390.37942,1.603184623, 
1,23.03,20010,20679.39183,20669.51688,-3291.651829,-4.732132131, 
1,23.04,21086.7,20670.69672,20660.79222,-2206.256722,2.864787696, 
1,23.05,20373.3,20662.03397,20652.09978,-2910.993971,-2.022866364, 
1,23.06,20813.3,20653.40344,20643.43943,-2462.36344,1.108328873, 
1,23.07,20130,20644.805,20634.81104,-3137.065001,-3.628447717, 
1,23.08,20790,20636.23852,20626.21447,-2468.498522,1.066400404, 
1,23.09,20686.7,20627.70387,20617.64959,-2563.263873,0.41018322, 
1,23.1,20683.3,20619.20092,20609.11628,-2558.160925,0.445699194, 
1,23.11,20500,20610.72955,20600.6144,-2732.989547,-0.773368702, 
1,23.12,20510,20602.28961,20592.14382,-2714.549611,-0.64442145, 
1,23.13,20373.3,20593.88099,20583.70442,-2842.840988,-1.545387472, 
1,23.14,20426.7,20585.50355,20575.29606,-2781.063551,-1.111120356, 
1,23.15,21016.7,20577.15717,20566.91862,-2182.717171,3.031928368, 
1,23.16,20370,20568.84172,20558.57196,-2821.101721,-1.393195296, 
1,23.17,20490,20560.55707,20550.25597,-2692.817073,-0.492912214, 
1,23.18,20616.7,20552.30311,20541.97051,-2557.863105,0.448492671, 
1,23.19,20553.3,20544.07969,20533.71546,-2613.039687,0.064313908, 
1,23.2,20606.7,20535.88669,20525.49068,-2551.446692,0.49329948, 
1,23.21,20810,20527.724,20517.29606,-2339.983998,1.9567616, 
1,23.22,20543.3,20519.59148,20509.13147,-2598.551479,0.165412895, 
1,23.23,20493.3,20511.48901,20500.99678,-2640.449011,-0.127058326, 
1,23.24,20610,20503.41647,20492.89187,-2515.676468,0.742422476, 
1,23.25,20400,20495.37373,20484.8166,-2717.633729,-0.667749665, 
1,23.26,20476.7,20487.36067,20476.77087,-2632.920668,-0.074499687, 
1,23.27,20630,20479.37717,20468.75455,-2471.637166,1.048675692, 
1,23.28,20383.3,20471.4231,20460.7675,-2710.383096,-0.617237777, 
1,23.29,20663.3,20463.49834,20452.80961,-2422.458342,1.389950225, 
1,23.3,20286.7,20455.60278,20444.88076,-2791.162775,-1.185853616, 
1,23.31,20356.7,20447.73628,20436.98083,-2713.296281,-0.63805897, 
1,23.32,20166.7,20439.89873,20429.10968,-2895.458734,-1.923805951, 
1,23.33,20536.7,20432.09002,20421.26721,-2517.650016,0.729974696, 
1,23.34,20216.7,20424.31001,20413.45328,-2829.870005,-1.460135455, 
1,23.35,20066.7,20416.55858,20405.66779,-2972.118585,-2.469758881, 
1,23.36,20210,20408.83563,20397.9106,-2821.095633,-1.398656474, 
1,23.37,20273.3,20401.14103,20390.18161,-2750.101034,-0.897858812, 
1,23.38,20523.3,20393.47467,20382.48068,-2492.434666,0.90622461, 
1,23.39,20393.3,20385.83641,20374.8077,-2614.796414,0.052264135, 
1,23.4,20493.3,20378.22616,20367.16256,-2507.186157,0.803841951, 
1,23.41,20536.7,20370.64378,20359.54513,-2456.203781,1.158750183, 
1,23.42,20483.3,20363.08917,20351.9553,-2502.049166,0.839931072, 
1,23.43,20333.3,20355.5622,20344.39294,-2644.522198,-0.156122001, 
1,23.44,20476.7,20348.06276,20336.85795,-2493.622761,0.898952464, 
1,23.45,20310,20340.59074,20329.3502,-2652.850738,-0.214652024, 
1,23.46,20063.3,20333.14601,20321.86958,-2892.106014,-1.905087044, 
1,23.47,20263.3,20325.72847,20314.41597,-2684.688475,-0.438558606, 
1,23.48,20440,20318.33801,20306.98925,-2500.598005,0.850970466, 
1,23.49,20386.7,20310.97449,20299.58932,-2546.534493,0.530357508, 
1,23.5,20240,20303.63782,20292.21606,-2685.897823,-0.447311495, 
1,23.51,20090,20296.32788,20284.86934,-2828.58788,-1.455686811, 
1,23.52,20253.3,20289.04455,20277.54907,-2658.004553,-0.251166652, 
1,23.53,20043.3,20281.78773,20270.25512,-2860.747729,-1.684540377, 
1,23.54,20380,20274.5573,20262.98738,-2516.817297,0.738608734, 
1,23.55,20410,20267.35315,20255.74574,-2479.613146,0.99848305, 
1,23.56,19806.7,20260.17516,20248.53008,-3075.735159,-3.22216251, 
1,23.57,20470,20253.02323,20241.3403,-2405.283231,1.516541559, 
1,23.58,19956.7,20245.89725,20234.17628,-2911.45725,-2.047150608, 
1,23.59,20296.7,20238.7971,20227.03791,-2564.357104,0.406431697, 
1,23.6,20353.3,20231.72268,20219.92507,-2500.682685,0.852187445, 
1,23.61,19913.3,20224.67388,20212.83767,-2933.633881,-2.206533686, 
1,23.62,20350,20217.65058,20205.77558,-2489.910584,0.927768925, 
1,23.63,19890,20210.65269,20198.7387,-2942.912687,-2.273617963, 
1,23.64,20423.3,20203.68008,20191.72692,-2402.640078,1.53676965, 
1,23.65,20106.7,20196.73265,20184.74012,-2712.292653,-0.634935554, 
1,23.66,20020,20189.8103,20177.77821,-2792.070301,-1.200140234, 
