used,"x, 2theta (deg)",obs,calc,bkg,diff,Gd1.5Mn0.25Zr2.25O7,tick-pos,diff/sigma,Axis-limits
1,22.38,21346.7,21288.48857,21281.71421,-2564.048565, , ,185.3105502, 
1,22.39,21103.3,21277.44293,21270.65008,-2796.40293, , ,187.011497, 
1,22.4,21333.3,21266.44152,21259.63012,-2555.401525, , ,187.8475446, 
1,22.41,21226.7,21255.48417,21248.65413,-2651.044173, , ,185.8136163, 
1,22.42,21216.7,21244.5707,21237.72193,-2650.130698, , ,188.2994955, 
1,22.43,21243.3,21233.70092,21226.83337,-2612.660924, , ,186.3241799, 
1,22.44,21210,21222.87467,21215.98825,-2635.134674, , ,186.0825086, 
1,22.45,21136.7,21212.09177,21205.1864,-2697.651774, , ,186.6279722, 
1,22.46,21030,21201.35205,21194.42765,-2793.61205, , ,186.0107524, 
1,22.47,20826.7,21190.65533,21183.71182,-2986.215328, , ,186.2793601, 
1,22.48,20940,21180.00143,21173.03874,-2862.261434, , ,186.1899568, 
1,22.49,21453.3,21169.3902,21162.40824,-2338.350197, , ,185.139677, 
1,22.5,21096.7,21158.82144,21151.82014,-2684.381442, , ,186.7798169, 
1,22.51,21470,21148.295,21141.27427,-2300.554999, , ,186.8956928, 
1,22.52,20753.3,21137.8107,21130.77046,-3006.770697, , ,185.8943248, 
1,22.53,21133.3,21127.36836,21120.30855,-2616.328364, , ,185.876303, 
1,22.54,20866.7,21116.96783,21109.88834,-2872.527831, , ,186.5832254, 
1,22.55,21633.3,21106.60893,21099.50969,-2095.568927, , ,187.1542145, 
1,22.56,20936.7,21096.29149,21089.17241,-2781.851486, , ,187.1274966, 
1,22.57,21203.3,21086.01534,21078.87634,-2504.975336, , ,188.1044922, 
1,22.58,20820,21075.78031,21068.62132,-2878.04031, , ,187.5545254, 
1,22.59,21116.7,21065.58624,21058.40716,-2571.146241, , ,187.8475446, 
1,22.6,21246.7,21055.43296,21048.23372,-2430.992962, , ,186.0913754, 
1,22.61,20623.3,21045.32031,21038.1008,-3044.280306, , ,187.0205871, 
1,22.62,20993.3,21035.24811,21028.00827,-2664.208108, , ,188.3701144, 
1,22.63,20673.3,21025.2162,21017.95593,-2974.176202, , ,186.9136164, 
1,22.64,21003.3,21015.22442,21007.94364,-2634.184422, , ,186.4760038, 
1,22.65,20856.7,21005.2726,20997.97122,-2770.832604, , ,186.1899568, 
1,22.66,20750,20995.36059,20988.03852,-2867.620586, , ,188.0691362, 
1,22.67,20676.7,20985.4882,20978.14536,-2931.048203, , ,187.064962, 
1,22.68,20706.7,20975.65529,20968.29158,-2891.215292, , ,187.6254247, 
1,22.69,20900,20965.86169,20958.47703,-2688.121691, , ,187.3411327, 
1,22.7,20926.7,20956.10724,20948.70153,-2651.667238, , ,188.7238724, 
1,22.71,20756.7,20946.39177,20938.96493,-2811.951773, , ,187.4478594, 
1,22.72,20603.3,20936.71513,20929.26707,-2955.675132, , ,187.9715404, 
1,22.73,21253.3,20927.07716,20919.60778,-2296.037159, , ,187.9893614, 
1,22.74,20783.3,20917.47769,20909.9869,-2756.437691, , ,188.6708775, 
1,22.75,20980,20907.91657,20900.40428,-2550.176569, , ,188.0513228, 
1,22.76,21023.3,20898.39363,20890.85976,-2497.353635, , ,188.0513228, 
1,22.77,20730,20888.90873,20881.35317,-2781.16873, , ,188.8472928, 
1,22.78,21023.3,20879.4617,20871.88436,-2478.421698, , ,188.9621655, 
1,22.79,21336.7,20870.05238,20862.45317,-2155.612378, , ,188.6973768, 
1,22.8,20840,20860.68062,20853.05944,-2642.940618, , ,187.9715404, 
1,22.81,20676.7,20851.34626,20843.70302,-2796.906259, , ,189.3586544, 
1,22.82,21420,20842.04914,20834.38374,-2044.309144, , ,188.1932517, 
1,22.83,20536.7,20832.78912,20825.10147,-2918.349121, , ,188.2904671, 
1,22.84,20913.3,20823.56603,20815.85602,-2532.526032, , ,188.0957203, 
1,22.85,20643.3,20814.37972,20806.64727,-2793.339724, , ,188.5558273, 
1,22.86,20950,20805.23004,20797.47504,-2477.490043, , ,188.8385554, 
1,22.87,20580,20796.11684,20788.33918,-2838.376836, , ,189.0060846, 
1,22.88,20546.7,20787.03995,20779.23955,-2862.59995, , ,187.598774, 
1,22.89,20660,20777.99923,20770.17599,-2740.259233, , ,189.0944209, 
1,22.9,21046.7,20768.99453,20761.14834,-2344.554532, , ,187.8475446, 
1,22.91,21206.7,20760.0257,20752.15646,-2175.585697, , ,189.6312211, 
1,22.92,20650,20751.09258,20743.20019,-2723.352576, , ,187.87416, 
1,22.93,20356.7,20742.19502,20734.27938,-3007.755019, , ,187.7764628, 
1,22.94,20526.7,20733.33288,20725.39388,-2828.892876, , ,189.2968568, 
1,22.95,20886.7,20724.506,20716.54354,-2460.065998, , ,188.9444363, 
1,22.96,20820,20715.71424,20707.72822,-2517.974236, , ,189.0589855, 
1,22.97,20233.3,20706.95744,20698.94776,-3095.91744, , ,189.1208608, 
1,22.98,20416.7,20698.23546,20690.20201,-2903.795464, , ,190.201735, 
1,22.99,20403.3,20689.54816,20681.49083,-2908.50816, , ,188.4675038, 
1,23,20680,20680.89538,20672.81406,-2623.15538, , ,190.0349968, 
1,23.01,20440,20672.27698,20664.17157,-2854.536979, , ,189.1295852, 
1,23.02,20920,20663.69281,20655.5632,-2365.952809, , ,190.6481052, 
1,23.03,20010,20655.14272,20646.9888,-3267.402725, , ,189.6135544, 
1,23.04,21086.7,20646.62658,20638.44824,-2182.186582, , ,188.9444363, 
1,23.05,20373.3,20638.14424,20629.94137,-2887.104237, , ,188.6883674, 
1,23.06,20813.3,20629.69554,20621.46804,-2438.655543, , ,190.7005506, 
1,23.07,20130,20621.28036,20613.0281,-3113.540358, , ,189.7016078, 
1,23.08,20790,20612.89854,20604.62142,-2445.158538, , ,190.2104098, 
1,23.09,20686.7,20604.54994,20596.24785,-2540.109941, , ,191.2937532, 
1,23.1,20683.3,20596.23442,20587.90725,-2535.194424, , ,189.9297238, 
1,23.11,20500,20587.95185,20579.59947,-2710.211845, , ,191.2937532, 
1,23.12,20510,20579.70206,20571.32437,-2691.962063, , ,191.8767834, 
1,23.13,20373.3,20571.48494,20563.08181,-2820.444938, , ,190.3856612, 
1,23.14,20426.7,20563.30033,20554.87166,-2758.860327, , ,192.1111657, 
1,23.15,21016.7,20555.14809,20546.69376,-2160.708092, , ,190.6743297, 
1,23.16,20370,20547.02809,20538.54798,-2799.288093, , ,192.1283425, 
1,23.17,20490,20538.94019,20530.43418,-2671.200191, , ,191.8246595, 
1,23.18,20616.7,20530.88425,20522.35221,-2536.444247, , ,192.1892297, 
1,23.19,20553.3,20522.86012,20514.30195,-2591.820124, , ,191.8767834, 
1,23.2,20606.7,20514.86768,20506.28325,-2530.427682, , ,191.9549426, 
1,23.21,20810,20506.90679,20498.29598,-2319.166786, , ,192.1632119, 
1,23.22,20543.3,20498.9773,20490.33999,-2577.937298, , ,192.7607325, 
1,23.23,20493.3,20491.07908,20482.41515,-2620.039082, , ,193.7782238, 
1,23.24,20610,20483.212,20474.52132,-2495.472002, , ,192.7433527, 
1,23.25,20400,20475.37592,20466.65837,-2697.635921, , ,194.2678563, 
1,23.26,20476.7,20467.57071,20458.82617,-2613.130707, , ,190.7005506, 
1,23.27,20630,20459.79623,20451.02456,-2452.056225, , ,193.7524193, 
1,23.28,20383.3,20452.05234,20443.25343,-2691.012338, , ,192.2152439, 
1,23.29,20663.3,20444.33892,20435.51263,-2403.298916, , ,193.175309, 
1,23.3,20286.7,20436.65582,20427.80204,-2772.215823, , ,191.9549426, 
1,23.31,20356.7,20429.00293,20420.12151,-2694.562928, , ,191.8071949, 
1,23.32,20166.7,20421.3801,20412.47092,-2876.940098, , ,194.2678563, 
1,23.33,20536.7,20413.7872,20404.85013,-2499.347201, , ,193.2700184, 
1,23.34,20216.7,20406.22411,20397.25901,-2811.784106, , ,193.7008002, 
1,23.35,20066.7,20398.69068,20389.69744,-2954.250681, , ,193.3734728, 
1,23.36,20210,20391.1868,20382.16526,-2803.446797, , ,194.1991246, 
1,23.37,20273.3,20383.71232,20374.66237,-2732.672323, , ,193.3046818, 
1,23.38,20523.3,20376.26713,20367.18862,-2475.227128, , ,194.4307075, 
1,23.39,20393.3,20368.85109,20359.74389,-2597.811086, , ,193.5458602, 
1,23.4,20493.3,20361.46407,20352.32804,-2490.424066, , ,195.3030978, 
1,23.41,20536.7,20354.10594,20344.94095,-2439.665939, , ,194.2506113, 
1,23.42,20483.3,20346.77658,20337.58249,-2485.73658, , ,195.8910411, 
